City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,wamba,8.9333,8.6,24.72,85,100,1.18,NG,1688843721
284,anadarko,35.0726,-98.2437,30.0,44,1,3.21,US,1688843721
285,taltal,-25.4,-70.4833,17.7,69,14,3.39,CL,1688843420
286,paducah,37.0834,-88.6001,32.47,67,75,4.12,US,1688843665
287,kruisfontein,-34.0033,24.7314,10.49,73,100,10.36,ZA,1688843468
288,buka,40.8108,69.1986,23.62,30,0,0.57,UZ,1688843462
289,mahibadhoo,3.7833,72.9667,27.88,74,2,3.06,MV,1688843724
290,qaqortoq,60.7167,-46.0333,8.29,77,12,2.19,GL,1688843418
291,soto la marina,23.7667,-98.2167,38.89,31,11,7.35,MX,1688843726
292,kayangel,8.0823,134.7173,28.33,75,70,1.93,PW,1688843727
293,punta del este,-34.9667,-54.95,14.06,73,0,5.66,UY,1688843727
294,tabou,4.423,-7.3528,24.99,85,100,4.06,CI,1688843728
295,pontianak,-0.0333,109.3333,24.99,94,100,0.0,ID,1688843728
296,qusmuryn,52.4503,64.6311,21.05,55,67,2.37,KZ,1688843729
297,camara de lobos,32.6333,-16.9667,24.45,90,40,1.03,PT,1688843729
298,cockburn town,21.4612,-71.1419,28.19,76,6,7.32,TC,1688843730
299,dhidhdhoo,6.8833,73.1,28.01,75,39,3.94,MV,1688843730
300,saldanha,-33.0117,17.9442,11.82,67,59,8.59,ZA,1688843731
301,colonia,50.9333,6.95,29.93,42,80,3.17,DE,1688843137
302,kirkwall,58.9848,-2.9587,16.09,82,0,7.2,GB,1688843732
303,garachico,28.7781,-17.7646,22.06,73,40,6.17,ES,1688843732
304,leticia,-4.2153,-69.9406,25.99,100,75,3.09,CO,1688843733
305,iskateley,67.6803,53.1512,5.85,81,100,4.98,RU,1688843442
306,bengkulu,-3.8004,102.2655,24.24,94,27,1.82,ID,1688843734
307,gdynia,54.5189,18.5319,17.73,80,0,2.06,PL,1688843723
308,san pedro pochutla,15.7333,-96.4667,29.84,75,94,1.91,MX,1688843735
309,ciudad lazaro cardenas,17.9583,-102.2,29.55,69,24,3.87,MX,1688843735
310,aguas vermelhas,-15.7472,-41.46,24.28,47,100,3.09,BR,1688843736
311,mejit,10.2753,170.8646,28.07,72,100,9.25,MH,1688843506
312,stephenville,32.2207,-98.2023,35.87,45,0,2.57,US,1688843737
313,san pedro,14.35,121.0167,28.57,85,75,1.79,PH,1688843738
314,idri,27.5,13.2667,32.4,17,0,4.88,LY,1688843739
315,buala,-8.145,159.5921,26.32,86,63,3.58,SB,1688843740
316,san jose de guanipa,8.8872,-64.1651,31.34,47,99,3.7,VE,1688843740
317,kas,36.2018,29.6377,29.35,50,0,2.9,TR,1688843741
318,mazagao,-0.115,-51.2894,30.03,53,50,2.22,BR,1688843741
319,tres palos,18.1833,-101.6167,31.99,50,59,3.34,MX,1688843742
320,hirschau,49.545,11.9508,26.01,36,0,0.0,DE,1688843742
321,manismata,-2.4667,111.0333,22.39,99,90,1.14,ID,1688843743
322,tiganesti,43.9,25.3667,21.38,80,100,2.86,RO,1688843743
323,uturoa,-16.7333,-151.4333,27.18,71,17,8.64,PF,1688843456
324,sisimiut,66.9395,-53.6735,11.0,79,100,1.9,GL,1688843489
325,ungsang-nodongjagu,42.3578,130.4622,17.44,98,66,0.87,KP,1688843745
326,dadeldhura,29.2984,80.5806,16.85,96,100,0.95,NP,1688843745
327,khorramabad,33.4878,48.3558,28.79,18,0,4.12,IR,1688843746
328,le vauclin,14.5452,-60.8388,29.36,79,75,5.66,MQ,1688843746
329,galle,6.0367,80.217,26.06,89,80,3.23,LK,1688843747
330,sawakin,19.1059,37.3321,32.55,50,15,3.52,SD,1688843748
331,dudinka,69.4058,86.1778,14.79,86,100,2.59,RU,1688843748
332,filipstad,59.7124,14.1683,18.32,67,80,0.26,SE,1688843749
333,parvatsar,26.8833,74.7667,29.01,72,54,3.1,IN,1688843749
334,hawera,-39.5917,174.2833,12.91,93,100,4.02,NZ,1688843750
335,moletai,55.2333,25.4167,14.78,81,12,1.83,LT,1688843751
336,tolanaro,-25.0319,46.9987,20.09,89,1,5.47,MG,1688843452
337,santana,-0.0583,-51.1817,30.1,70,20,2.57,BR,1688843688
338,coquimbo,-29.9533,-71.3436,15.85,72,0,5.66,CL,1688843517
339,holualoa,19.6228,-155.9522,25.31,82,20,3.09,US,1688843649
340,kalabo,-14.97,22.6814,15.95,31,0,2.32,ZM,1688843753
341,sechura,-5.5569,-80.8222,27.45,58,55,4.05,PE,1688843489
342,barcelos,41.5388,-8.6151,21.08,71,1,2.52,PT,1688843754
343,chop,48.432,22.2055,19.24,61,0,3.07,UA,1688843469
344,dryden,49.7833,-92.7503,19.16,42,40,3.09,CA,1688843184
345,conduaga,8.862,117.4893,25.9,85,100,0.9,PH,1688843755
346,carutapera,-1.195,-46.02,26.96,87,2,3.53,BR,1688843551
347,djibouti,11.5,42.5,34.0,34,52,1.58,DJ,1688843756
348,nuuk,64.1835,-51.7216,13.34,62,20,3.09,GL,1688843528
349,sicuani,-14.2694,-71.2261,18.47,21,5,2.68,PE,1688843757
350,belem de sao francisco,-8.7539,-38.9658,29.92,46,97,6.23,BR,1688843759
351,isangel,-19.55,169.2667,21.4,83,9,3.72,VU,1688843759
352,yamada,39.4667,141.95,20.11,96,100,1.16,JP,1688843760
353,aykhal,66.0,111.5,13.99,70,74,2.82,RU,1688843516
354,nikolayevsk-on-amure,53.1406,140.73,16.93,97,94,1.19,RU,1688843479
355,mehtar lam,34.6714,70.2094,28.75,46,18,1.48,AF,1688843762
356,batang,-6.4846,110.7083,25.33,82,100,2.16,ID,1688843763
357,dolores,-36.3132,-57.6792,11.03,58,93,4.29,AR,1688843765
358,khuzdar,27.7384,66.6434,27.58,54,100,2.08,PK,1688843766
359,susuman,62.7833,148.1667,14.5,70,100,4.72,RU,1688843492
360,malango,-2.9627,119.9001,17.96,91,23,0.86,ID,1688843767
361,neijiang,29.5835,105.0622,25.71,83,100,0.8,CN,1688843767
362,poso,-1.3959,120.7524,24.57,76,41,2.49,ID,1688843768
363,haiku-pauwela,20.9219,-156.3051,25.14,77,40,8.23,US,1688843470
364,yankton,42.8711,-97.3973,25.06,56,75,2.57,US,1688843769
365,astrakhan,46.3497,48.0408,28.93,62,0,4.02,RU,1688843769
366,kachug,53.9606,105.8817,15.99,92,1,0.61,RU,1688843770
367,bhandara,21.1667,79.65,25.33,91,98,4.28,IN,1688843770
368,bamboo flat,11.7,92.7167,27.22,83,100,2.47,IN,1688843537
369,mtimbira,-8.7833,36.35,20.36,57,7,1.48,TZ,1688843771
370,trunovskoye,45.4878,42.1358,21.72,74,100,1.34,RU,1688843772
371,kalianget,-7.05,113.9333,26.65,83,100,5.62,ID,1688843773
372,elizabeth city,36.2946,-76.2511,30.0,81,75,3.6,US,1688843773
373,adrar,20.5022,-10.0711,40.18,9,6,5.91,MR,1688843774
374,tanout,14.9709,8.8879,36.57,24,99,1.65,NE,1688843774
375,vernon,50.2581,-119.2691,31.07,27,4,0.45,CA,1688843410
376,el calafate,-50.3408,-72.2768,-2.65,69,58,0.58,AR,1688843439
377,egilsstadir,65.2653,-14.3948,19.95,64,40,4.63,IS,1688843537
378,meybod,32.2501,54.0166,34.01,12,0,3.07,IR,1688843776
379,torghay,49.6339,63.4981,26.5,31,15,5.41,KZ,1688843776
380,oranjestad,12.524,-70.027,30.97,70,40,8.75,AW,1688843523
381,gwadar,25.1216,62.3254,28.5,86,68,4.54,PK,1688843777
382,mahdishahr,35.7108,53.3556,24.89,25,0,0.88,IR,1688843778
383,fedorovskiy,45.0972,40.9517,21.03,84,100,2.16,RU,1688843779
384,east lismore,-28.8193,153.2874,8.06,63,0,1.85,AU,1688843779
385,ridgecrest,35.6225,-117.6709,34.27,15,0,1.54,US,1688843529
386,cuenca,-2.8833,-78.9833,18.07,63,75,3.09,EC,1688843780
387,hammerfest,70.6634,23.6821,9.25,71,34,4.63,NO,1688843780
388,bay village,41.4848,-81.9221,23.12,89,100,2.06,US,1688843782
389,penzance,50.1186,-5.5371,18.2,79,8,6.09,GB,1688843782
390,gumushkhane,40.4603,39.4814,17.45,93,100,2.22,TR,1688843783
391,cidreira,-30.1811,-50.2056,16.46,86,100,4.29,BR,1688843492
392,tsiombe,-25.3,45.4833,20.27,69,0,1.26,MG,1688843785
393,kavieng,-2.5744,150.7967,26.44,83,100,2.84,PG,1688843424
394,vila franca do campo,37.7167,-25.4333,20.23,60,47,1.69,PT,1688843445
395,lagunas,-5.2269,-75.6753,26.04,88,72,2.08,PE,1688843786
396,visby,57.6409,18.296,19.12,72,100,2.57,SE,1688843787
397,el porvenir,13.7617,-87.3458,29.63,68,93,1.02,HN,1688843788
398,minas de marcona,-15.2119,-75.1103,17.43,57,6,5.9,PE,1688843788
399,kudahuvadhoo,2.6708,72.8944,27.68,72,11,2.01,MV,1688843635
400,abyek,36.0667,50.55,29.78,21,56,3.82,IR,1688843789
401,asmar,35.0333,71.3581,22.55,71,54,3.56,AF,1688843790
402,castillos,-34.1667,-53.8333,13.43,62,3,3.53,UY,1688843538
403,zouerate,22.7187,-12.4521,37.54,12,4,9.02,MR,1688843791
404,nagqu,31.5,92.0,5.81,87,88,1.77,CN,1688843506
405,ulaangom,49.9811,92.0667,19.51,54,46,3.64,MN,1688843688
406,imperatriz,-5.5264,-47.4917,35.03,46,40,3.09,BR,1688843792
407,murtosa,40.7553,-8.6585,22.82,76,20,1.54,PT,1688843793
408,acarau,-2.8856,-40.12,28.71,69,5,8.0,BR,1688843347
409,bodo,67.28,14.405,11.64,88,75,2.06,NO,1688843794
410,touros,-5.1989,-35.4608,26.76,76,23,6.12,BR,1688843427
411,remontnoye,46.5614,43.6501,24.5,66,100,3.69,RU,1688843794
412,akureyri,65.6835,-18.0878,12.96,71,20,3.09,IS,1688843418
413,portland,45.5234,-122.6762,18.99,65,100,1.54,US,1688843669
414,selkirk,50.1436,-96.8845,23.94,36,13,4.14,CA,1688843796
415,kostanay,53.1667,63.5833,17.16,77,0,1.0,KZ,1688843796
416,coal city,41.2878,-88.2856,23.47,70,100,0.89,US,1688843797
417,remire-montjoly,4.9167,-52.2667,30.02,66,20,4.63,GF,1688843553
418,jahanian shah,31.8055,72.2771,28.63,71,100,2.18,PK,1688843798
419,gramsh,40.8697,20.1844,21.14,79,0,0.37,AL,1688843798
420,walvis bay,-22.9575,14.5053,14.49,64,0,10.33,NA,1688843599
421,kayar,14.9192,-17.1211,31.53,72,92,6.3,SN,1688843799
422,hedemora,60.2797,15.9886,20.2,70,20,0.45,SE,1688843800
423,antonio enes,-16.2325,39.9086,23.25,72,100,2.35,MZ,1688843800
424,ha'il,27.5219,41.6907,36.01,13,0,4.12,SA,1688843800
425,pavlodar,52.3,76.95,17.89,59,0,3.0,KZ,1688843665
426,chonchi,-42.6128,-73.8092,8.56,92,100,4.55,CL,1688843441
427,kindu,-2.95,25.95,24.32,47,31,1.16,CD,1688843802
428,kill devil hills,36.0307,-75.676,28.88,73,0,2.57,US,1688843398
429,kataba,13.9833,44.3833,22.7,60,99,1.7,YE,1688843803
430,cuito,-12.3833,16.9333,12.82,33,30,0.24,AO,1688843803
431,middlebury (village),44.0153,-73.1673,30.59,63,40,2.06,US,1688843804
432,charters towers,-20.1,146.2667,12.06,45,3,3.75,AU,1688843804
433,kaitong,44.8135,123.15,18.7,91,100,2.43,CN,1688843805
434,okha,53.5739,142.9478,13.19,99,100,2.78,RU,1688843805
435,gebeit,21.0667,36.3167,31.07,31,5,2.07,SD,1688843491
436,sulphur,30.2366,-93.3774,32.99,74,75,7.2,US,1688843807
437,moab,38.5733,-109.5498,35.03,5,0,6.31,US,1688843725
438,zagora,30.3484,-5.8365,40.34,7,0,4.15,MA,1688843809
439,yuzhno-kurilsk,44.0306,145.8556,13.2,97,39,2.39,RU,1688843635
440,lubango,-14.9172,13.4925,14.91,31,0,1.01,AO,1688843810
441,tahe,52.3333,124.7333,15.95,97,65,1.36,CN,1688843810
442,yemetsk,63.4721,41.7941,10.18,97,100,2.7,RU,1688843811
443,galliano,29.4422,-90.2992,35.0,52,0,3.6,US,1688843811
444,qamdo,31.1667,97.2333,8.18,78,100,0.61,CN,1688843548
445,kiruna,67.8557,20.2251,14.51,63,75,3.6,SE,1688843813
446,asekeyevo,53.5742,52.7972,21.47,51,10,1.71,RU,1688843814
447,raritan,40.5696,-74.6329,33.14,70,75,2.24,US,1688843814
448,kodinsk,58.6881,99.1844,18.67,63,49,1.29,RU,1688843815
449,arkalyk,50.2486,66.9114,20.71,48,27,4.31,KZ,1688843815
450,enid,36.3956,-97.8784,29.45,67,100,3.09,US,1688843613
451,port saint john's,-31.6229,29.5448,19.2,62,37,7.13,ZA,1688843816
452,bafoulabe,13.8065,-10.8321,32.89,51,33,1.77,ML,1688843817
453,puerto ayacucho,5.6639,-67.6236,29.39,72,82,1.86,VE,1688843817
454,fortuna,40.5982,-124.1573,16.19,82,100,3.09,US,1688843468
455,czempin,52.144,16.7641,25.13,43,13,1.54,PL,1688843818
456,aleg,17.0481,-13.9209,38.67,23,7,3.16,MR,1688843818
457,douentza,14.9951,-2.9517,36.5,29,100,3.11,ML,1688843819
458,bonthe,7.5264,-12.505,26.43,78,100,3.25,SL,1688843819
459,lata,40.1629,-8.3327,21.71,53,1,3.46,PT,1688843483
460,caico,-6.4583,-37.0978,30.57,46,96,6.1,BR,1688843821
461,el burgo de osma,41.5862,-3.0652,25.64,28,92,3.14,ES,1688843821
462,rossosh',51.1209,38.5116,21.39,86,100,4.17,RU,1688843822
463,sambava,-14.2667,50.1667,22.38,81,86,5.99,MG,1688843822
464,cheremshan,54.6667,51.5,22.2,55,86,2.92,RU,1688843822
465,hadibu,12.65,54.0333,25.87,71,51,7.46,YE,1688843497
466,kula,38.5473,28.6498,21.68,54,0,5.29,TR,1688843823
467,lagoa,39.05,-27.9833,19.43,66,23,3.03,PT,1688843824
468,mossel bay,-34.1831,22.146,9.96,70,14,8.81,ZA,1688843824
469,bugyi,47.2275,19.1466,25.49,54,100,1.5,HU,1688843825
470,mangai,-4.05,19.5333,24.26,40,24,0.9,CD,1688843825
471,sakakah,29.9697,40.2064,33.76,15,22,5.58,SA,1688843826
472,bikenibeu village,1.3673,173.1241,25.98,94,100,4.12,KI,1688843827
473,antsiranana,-12.2787,49.2917,22.57,76,41,8.45,MG,1688843451
474,lorengau,-2.0226,147.2712,25.44,87,100,2.25,PG,1688843828
475,pilar do sul,-23.8131,-47.7164,23.76,47,84,4.93,BR,1688843828
476,santa vitoria,-18.8386,-50.1214,30.04,24,11,1.64,BR,1688843768
477,papao,-17.75,-149.55,27.82,82,99,9.22,PF,1688843478
478,camana,-16.6228,-72.7111,18.79,72,18,3.68,PE,1688843830
479,turuntayevo,52.2,107.6167,15.05,91,4,0.22,RU,1688843831
480,santa luzia,-19.7697,-43.8514,26.6,26,0,4.12,BR,1688843826
481,dolinsk,47.35,142.8,16.66,94,0,2.86,RU,1688843832
482,obo,5.3998,26.4869,20.78,81,34,0.54,CF,1688843833
483,el jadid,33.2549,-8.506,22.74,72,0,6.75,MA,1688843834
484,yazman,29.1212,71.7446,32.01,60,62,3.26,PK,1688843834
485,happy valley-goose bay,53.3168,-60.3315,21.17,88,100,0.0,CA,1688843633
486,zapala,-38.8992,-70.0544,8.09,49,83,11.29,AR,1688843661
487,flin flon,54.7682,-101.865,20.92,51,100,4.33,CA,1688843537
488,alot,23.7667,75.55,25.87,89,100,6.9,IN,1688843837
489,hami,42.8,93.45,29.57,25,100,5.83,CN,1688843404
490,nelson bay,-32.7167,152.15,13.94,61,2,4.92,AU,1688843838
491,leava,-14.3,-178.1667,27.08,76,100,7.63,WF,1688843478
492,puerto leguizamo,-0.1934,-74.7819,27.45,81,69,1.34,CO,1688843839
493,suileng,47.25,127.0833,18.79,96,100,2.75,CN,1688843840
494,paragominas,-2.9667,-47.4833,28.68,67,99,1.18,BR,1688843841
495,nacozari viejo,30.4,-109.65,34.26,25,1,1.84,MX,1688843841
496,ambovombe,-25.1667,46.0833,21.02,71,0,2.55,MG,1688843842
497,phongsali,21.6833,102.1058,17.13,98,100,0.1,LA,1688843842
498,saynshand,44.8824,110.1163,20.29,51,31,1.97,MN,1688843843
499,solnechnyy,50.7214,136.6319,18.67,82,31,1.03,RU,1688843843
500,noyabrsk,63.1994,75.4507,14.55,84,6,3.8,RU,1688843844
501,churapcha,62.0025,132.4325,10.94,66,100,6.61,RU,1688843446
502,takoradi,4.8845,-1.7554,24.56,90,64,3.7,GH,1688843742
503,malchow,53.4748,12.4221,19.56,56,0,4.31,DE,1688843845
504,loughrea,53.1969,-8.5669,15.76,74,100,4.74,IE,1688843845
505,menongue,-14.6585,17.691,13.51,34,0,2.05,AO,1688843846
506,lindley,-27.8791,27.9135,10.29,36,0,3.39,ZA,1688843846
507,spring creek,40.7266,-115.5859,29.05,23,3,1.31,US,1688843847
508,darwin,-12.4611,130.8418,21.99,51,81,4.63,AU,1688843704
509,tumayr,25.7039,45.868,35.3,9,18,4.42,SA,1688843848
510,bouarfa,32.53,-1.95,35.14,7,78,7.05,MA,1688843849
511,la'ie,21.6477,-157.9253,27.98,66,68,4.47,US,1688843472
512,calingasta,-31.3308,-69.4078,17.0,8,0,2.03,AR,1688843849
513,sittwe,20.15,92.9,27.83,86,100,2.87,MM,1688843850
514,srivardhan,18.0333,73.0167,27.06,85,69,7.66,IN,1688843851
515,komsomol'skiy,43.9783,46.6985,25.83,56,100,2.93,RU,1688843851
516,vryheid,-27.7695,30.7917,15.34,27,6,4.59,ZA,1688843852
517,jumla,29.2747,82.1838,17.54,92,76,1.28,NP,1688843538
518,ponta delgada,37.7333,-25.6667,20.4,73,20,5.14,PT,1688843458
519,palatka,29.6486,-81.6376,34.46,66,100,0.45,US,1688843853
520,rikaze,29.25,88.8833,17.77,42,75,2.43,CN,1688843853
521,ust-tsilma,65.441,52.1498,10.41,86,100,1.97,RU,1688843855
522,thunder bay,48.4001,-89.3168,18.61,46,49,2.1,CA,1688843313
523,saint-joseph,-21.3667,55.6167,20.21,75,49,4.48,RE,1688843760
524,san felipe,10.3399,-68.7425,29.35,71,100,2.47,VE,1688843856
525,bardai,11.65,7.2333,29.33,43,100,3.56,NG,1688843857
526,turkmenbasy,40.0222,52.9552,30.43,13,0,3.09,TM,1688843858
527,holmsund,63.706,20.3641,16.97,59,0,2.24,SE,1688843859
528,bull savanna,17.8868,-77.5902,30.66,60,10,8.24,JM,1688843859
529,kharkhorin,47.1975,102.8238,15.29,78,100,1.33,MN,1688843860
530,bubaque,11.2833,-15.8333,28.06,70,42,3.75,GW,1688843440
531,belmonte,-15.8631,-38.8828,24.32,78,3,2.71,BR,1688843861
532,moroni,-11.7022,43.2551,24.74,72,100,1.07,KM,1688843862
533,merizo village,13.2658,144.6691,27.31,87,100,7.34,GU,1688843547
534,ngama,11.7833,17.1667,27.99,59,93,1.35,TD,1688843863
535,bo'ness,56.0167,-3.6167,19.78,100,20,2.06,GB,1688843784
536,moissac,44.1024,1.0945,28.93,64,35,2.46,FR,1688843864
537,arkhangel'sk,64.5401,40.5433,10.93,66,100,3.07,RU,1688843650
538,borda da mata,-22.2742,-46.1653,23.67,42,11,3.15,BR,1688843864
539,popondetta,-8.7537,148.2534,22.24,92,100,1.26,PG,1688843418
540,mweka,-4.85,21.5667,23.02,37,5,0.41,CD,1688843865
541,ninghai,29.2892,121.4247,26.33,88,82,0.55,CN,1688843866
542,pamandzi,-12.7967,45.2794,22.88,78,0,0.0,YT,1688843866
543,newman,37.3138,-121.0208,28.36,18,0,0.77,US,1688843549
544,torata,-17.0769,-70.8433,19.97,21,34,3.17,PE,1688843867
545,leshan,29.5623,103.7639,24.51,64,100,0.59,CN,1688843867
546,timbauba,-7.5053,-35.3183,24.53,86,82,3.46,BR,1688843868
547,suva,-18.1416,178.4415,20.71,100,40,1.54,FJ,1688843868
548,al hufuf,25.3646,49.5653,36.19,19,0,1.54,SA,1688843656
549,muriti,-1.9833,32.9167,22.54,51,87,1.58,TZ,1688843869
550,antalaha,-14.9003,50.2788,21.54,84,94,4.23,MG,1688843457
551,zhosaly,45.4878,64.0781,32.64,21,88,4.91,KZ,1688843870
552,huarmey,-10.0681,-78.1522,23.61,65,0,4.84,PE,1688843871
553,tyukhtet,56.5389,89.3011,15.38,97,15,3.35,RU,1688843871
554,banda aceh,5.5577,95.3222,26.09,83,100,5.86,ID,1688843744
555,saint-denis,48.9167,2.3333,31.43,41,0,3.09,FR,1688843872
556,nicoya,10.1483,-85.452,29.69,73,98,0.8,CR,1688843428
557,okakarara,-20.5833,17.4333,13.31,31,0,1.82,NA,1688843873
558,oriximina,-1.7656,-55.8661,33.27,44,100,3.68,BR,1688843873
559,borazjan,29.2666,51.2159,35.52,29,0,0.88,IR,1688843874
560,danane,7.2596,-8.155,22.87,95,54,0.42,CI,1688843874
561,ambon,-3.6954,128.1814,26.16,15,40,1.54,ID,1688843875
562,annan,54.9884,-3.2565,16.71,92,99,1.74,GB,1688843875
563,yeed,4.55,43.0333,28.12,44,97,7.99,SO,1688843876
564,nyuzen,36.9333,137.5,25.82,97,100,3.01,JP,1688843876
565,coaticook,45.1334,-71.7991,29.9,50,42,2.33,CA,1688843877
566,loreto,22.2667,-101.9667,23.09,45,100,5.19,MX,1688843877
567,tsetserleg,47.475,101.4542,12.94,88,100,1.89,MN,1688843879
568,garoowe,8.4054,48.4845,29.74,36,10,9.91,SO,1688843880
